attack_id,location_names,campaign_name,verified_attack_type,attack_date,number_killed,number_wounded
1365192173,Yemen,"Rebels vs. Yemen","Confirmed Suicide",2011-07-24,9,21
-1012674412,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2011-07-27,1,0
-447043953,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2011-07-28,2,2
1708066167,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2011-07-28,19,37
595356528,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2011-07-30,0,1
1962348591,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2011-07-31,13,14
-424349871,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2011-08-02,4,10
1446763268,Pakistan,"Pakistani Rebels vs. Pakistan & U.S. Allies","Confirmed Suicide",2011-08-06,0,0
-941204762,Pakistan,"Pakistani Rebels vs. Pakistan & U.S. Allies","Confirmed Suicide",2011-08-11,1,3
1360619916,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2011-08-14,22,37
1699480341,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2011-08-15,4,6
781166087,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2011-08-18,2,6
-62234007,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2011-08-19,8,16
283100207,Pakistan,"Pakistani Rebels vs. Pakistan & U.S. Allies","Confirmed Suicide",2011-08-19,51,121
1578599157,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2011-08-19,0,2
-1954255500,Yemen,"Rebels vs. Yemen","Confirmed Suicide",2011-08-21,4,0
1907849420,Yemen,"Rebels vs. Yemen","Confirmed Suicide",2011-08-21,9,20
-296721055,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2011-08-27,4,22
-795126762,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2011-08-28,0,3
1432742057,Pakistan,"Pakistani Rebels vs. Pakistan & U.S. Allies","Confirmed Suicide",2011-08-31,11,22
